Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;EstimatedRepairTime;RepairCode;RepairInternally;RepairOK;RepairType;contact;objectKey
101;MakeTicket;Dian;1970/01/03 03:45:00.000;1970/01/03 03:48:00.000;Variant 2;2;;;;;B;;8630
101;ArrangeSurvey;Monica;1970/01/03 03:48:00.000;1970/01/03 17:42:00.000;Variant 2;2;;;;;;;
101;InformClientSurvey;System;1970/01/03 17:42:00.000;1970/01/03 17:42:00.000;Variant 2;2;;;;;;;
101;Survey;Nick;1970/01/03 17:42:00.000;1970/01/03 17:57:00.000;Variant 2;2;240;2;true;;;;
101;InternRepair;Nick;1970/01/03 17:57:00.000;1970/01/03 22:45:00.000;Variant 2;2;;;;;;;
101;RepairReady;System;1970/01/03 22:45:00.000;1970/01/03 22:45:00.000;Variant 2;2;;;;true;;;
101;SendTicketToFinAdmin;System;1970/01/03 23:19:00.000;1970/01/03 23:19:00.000;Variant 2;2;;;;;;;
101;ReadyInformClient;System;1970/01/04 00:31:00.000;1970/01/04 00:31:00.000;Variant 2;2;;;;true;;;
101;TicketReady;System;1970/01/04 00:31:00.000;1970/01/04 00:31:00.000;Variant 2;2;;;;;;;
102;FirstContact;Monica;1970/01/05 01:56:00.000;1970/01/05 01:56:00.000;Variant 2;2;;;;;;Letter;
102;MakeTicket;Monica;1970/01/05 01:56:00.000;1970/01/05 01:59:00.000;Variant 2;2;;;;;E;;1870
102;ArrangeSurvey;Monica;1970/01/05 01:59:00.000;1970/01/05 02:04:00.000;Variant 2;2;;;;;;;
102;InformClientSurvey;System;1970/01/05 02:04:00.000;1970/01/05 02:04:00.000;Variant 2;2;;;;;;;
102;Survey;John;1970/01/16 11:57:00.000;1970/01/16 12:56:00.000;Variant 2;2;220;2;true;;;;
102;InternRepair;John;1970/01/17 22:52:00.000;1970/01/18 02:54:00.000;Variant 2;2;;;;;;;
102;RepairReady;System;1970/01/18 02:54:00.000;1970/01/18 02:54:00.000;Variant 2;2;;;;true;;;
102;SendTicketToFinAdmin;System;1970/01/18 07:26:00.000;1970/01/18 07:26:00.000;Variant 2;2;;;;;;;
102;ReadyInformClient;System;1970/01/18 10:08:00.000;1970/01/18 10:08:00.000;Variant 2;2;;;;true;;;
102;TicketReady;System;1970/01/18 10:08:00.000;1970/01/18 10:08:00.000;Variant 2;2;;;;;;;
103;FirstContact;Monica;1970/01/04 16:01:00.000;1970/01/04 16:01:00.000;Variant 7;7;;;;;;Personal;
103;MakeTicket;Monica;1970/01/04 16:01:00.000;1970/01/04 16:03:00.000;Variant 7;7;;;;;P;;5650
103;ArrangeSurvey;Monica;1970/01/04 16:03:00.000;1970/01/04 16:08:00.000;Variant 7;7;;;;;;;
103;InformClientSurvey;System;1970/01/04 16:08:00.000;1970/01/04 16:08:00.000;Variant 7;7;;;;;;;
103;Survey;Jacky;1970/01/05 00:10:00.000;1970/01/05 00:50:00.000;Variant 7;7;360;4;false;;;;
103;ExternRepair;FixIt;1970/01/05 00:50:00.000;1970/01/05 00:50:00.000;Variant 7;7;;;;;;;
103;RepairReady;System;1970/01/05 06:50:00.000;1970/01/05 06:50:00.000;Variant 7;7;;;;true;;;
103;ReadyInformClient;System;1970/01/05 14:12:00.000;1970/01/05 14:12:00.000;Variant 7;7;;;;true;;;
103;SendTicketToFinAdmin;System;1970/01/05 14:40:00.000;1970/01/05 14:40:00.000;Variant 7;7;;;;;;;
103;TicketReady;System;1970/01/05 14:40:00.000;1970/01/05 14:40:00.000;Variant 7;7;;;;;;;
104;FirstContact;Dian;1970/01/03 15:14:00.000;1970/01/03 15:14:00.000;Variant 3;3;;;;;;Personal;
104;MakeTicket;Dian;1970/01/03 15:14:00.000;1970/01/03 15:17:00.000;Variant 3;3;;;;;P;;1632
104;ArrangeSurvey;Dian;1970/01/03 15:17:00.000;1970/01/03 15:20:00.000;Variant 3;3;;;;;;;
104;InformClientSurvey;System;1970/01/03 15:20:00.000;1970/01/03 15:20:00.000;Variant 3;3;;;;;;;
104;Survey;Anne;1970/01/04 13:15:00.000;1970/01/04 13:47:00.000;Variant 3;3;120;1;true;;;;
104;ImmediateRepair;Anne;1970/01/04 13:47:00.000;1970/01/04 15:59:00.000;Variant 3;3;;;;;;;
104;RepairReady;System;1970/01/04 15:59:00.000;1970/01/04 15:59:00.000;Variant 3;3;;;;true;;;
104;SendTicketToFinAdmin;System;1970/01/04 16:41:00.000;1970/01/04 16:41:00.000;Variant 3;3;;;;;;;
104;ReadyInformClient;System;1970/01/04 19:31:00.000;1970/01/04 19:31:00.000;Variant 3;3;;;;true;;;
104;TicketReady;System;1970/01/04 19:31:00.000;1970/01/04 19:31:00.000;Variant 3;3;;;;;;;
105;FirstContact;Monica;1970/01/06 08:27:00.000;1970/01/06 08:27:00.000;Variant 5;5;;;;;;Personal;
105;InformClientWrongPlace;Monica;1970/01/06 08:27:00.000;1970/01/06 08:27:00.000;Variant 5;5;;;;;;;
106;FirstContact;Monica;1970/01/05 04:51:00.000;1970/01/05 04:51:00.000;Variant 2;2;;;;;;Web;
106;MakeTicket;Monica;1970/01/05 04:51:00.000;1970/01/05 04:55:00.000;Variant 2;2;;;;;E;;8343
106;ArrangeSurvey;Monica;1970/01/05 04:55:00.000;1970/01/05 04:59:00.000;Variant 2;2;;;;;;;
106;InformClientSurvey;System;1970/01/05 04:59:00.000;1970/01/05 04:59:00.000;Variant 2;2;;;;;;;
106;Survey;Paul;1970/01/15 21:51:00.000;1970/01/15 22:16:00.000;Variant 2;2;220;2;true;;;;
106;InternRepair;Edd;1970/01/15 22:43:00.000;1970/01/16 02:23:00.000;Variant 2;2;;;;;;;
106;RepairReady;System;1970/01/16 02:23:00.000;1970/01/16 02:23:00.000;Variant 2;2;;;;true;;;
106;SendTicketToFinAdmin;System;1970/01/16 07:23:00.000;1970/01/16 07:23:00.000;Variant 2;2;;;;;;;
106;ReadyInformClient;System;1970/01/16 09:37:00.000;1970/01/16 09:37:00.000;Variant 2;2;;;;true;;;
106;TicketReady;System;1970/01/16 09:37:00.000;1970/01/16 09:37:00.000;Variant 2;2;;;;;;;
107;FirstContact;Monica;1970/01/01 12:00:00.000;1970/01/01 12:00:00.000;Variant 4;4;;;;;;Web;
107;MakeTicket;Monica;1970/01/01 12:00:00.000;1970/01/01 12:03:00.000;Variant 4;4;;;;;B;;8258
107;ArrangeSurvey;Monica;1970/01/01 12:03:00.000;1970/01/01 15:39:00.000;Variant 4;4;;;;;;;
107;InformClientSurvey;System;1970/01/01 15:39:00.000;1970/01/01 15:39:00.000;Variant 4;4;;;;;;;
107;Survey;Lex;1970/01/01 15:39:00.000;1970/01/01 16:12:00.000;Variant 4;4;60;1;true;;;;
107;ImmediateRepair;Lex;1970/01/01 16:12:00.000;1970/01/01 17:12:00.000;Variant 4;4;;;;;;;
107;RepairReady;System;1970/01/01 17:12:00.000;1970/01/01 17:12:00.000;Variant 4;4;;;;true;;;
107;ReadyInformClient;System;1970/01/01 17:17:00.000;1970/01/01 17:17:00.000;Variant 4;4;;;;true;;;
107;SendTicketToFinAdmin;System;1970/01/01 20:44:00.000;1970/01/01 20:44:00.000;Variant 4;4;;;;;;;
107;TicketReady;System;1970/01/01 20:44:00.000;1970/01/01 20:44:00.000;Variant 4;4;;;;;;;
108;FirstContact;Monica;1970/01/02 15:28:00.000;1970/01/02 15:28:00.000;Variant 1;1;;;;;;Personal;
108;MakeTicket;Monica;1970/01/02 15:28:00.000;1970/01/02 15:30:00.000;Variant 1;1;;;;;E;;6546
108;ArrangeSurvey;Monica;1970/01/02 15:30:00.000;1970/01/02 15:34:00.000;Variant 1;1;;;;;;;
108;InformClientSurvey;System;1970/01/02 15:34:00.000;1970/01/02 15:34:00.000;Variant 1;1;;;;;;;
108;Survey;Cindy;1970/01/02 15:46:00.000;1970/01/02 16:02:00.000;Variant 1;1;240;1;true;;;;
108;InternRepair;Paul;1970/01/03 06:04:00.000;1970/01/03 09:40:00.000;Variant 1;1;;;;;;;
108;RepairReady;System;1970/01/03 09:40:00.000;1970/01/03 09:40:00.000;Variant 1;1;;;;true;;;
108;ReadyInformClient;System;1970/01/03 10:02:00.000;1970/01/03 10:02:00.000;Variant 1;1;;;;true;;;
108;SendTicketToFinAdmin;System;1970/01/03 12:33:00.000;1970/01/03 12:33:00.000;Variant 1;1;;;;;;;
108;TicketReady;System;1970/01/03 12:33:00.000;1970/01/03 12:33:00.000;Variant 1;1;;;;;;;
109;FirstContact;Dian;1970/01/06 19:38:00.000;1970/01/06 19:38:00.000;Variant 1;1;;;;;;Personal;
109;MakeTicket;Dian;1970/01/06 19:38:00.000;1970/01/06 19:43:00.000;Variant 1;1;;;;;P;;1799
109;ArrangeSurvey;Dian;1970/01/06 19:43:00.000;1970/01/06 19:45:00.000;Variant 1;1;;;;;;;
109;InformClientSurvey;System;1970/01/06 19:45:00.000;1970/01/06 19:45:00.000;Variant 1;1;;;;;;;
109;Survey;Anne;1970/01/10 18:12:00.000;1970/01/10 19:09:00.000;Variant 1;1;240;2;true;;;;
109;InternRepair;Anne;1970/01/10 20:00:00.000;1970/01/11 00:24:00.000;Variant 1;1;;;;;;;
109;RepairReady;System;1970/01/11 00:24:00.000;1970/01/11 00:24:00.000;Variant 1;1;;;;true;;;
109;ReadyInformClient;System;1970/01/11 02:17:00.000;1970/01/11 02:17:00.000;Variant 1;1;;;;true;;;
109;SendTicketToFinAdmin;System;1970/01/11 04:13:00.000;1970/01/11 04:13:00.000;Variant 1;1;;;;;;;
109;TicketReady;System;1970/01/11 04:13:00.000;1970/01/11 04:13:00.000;Variant 1;1;;;;;;;
11;FirstContact;Dian;1970/01/06 18:48:00.000;1970/01/06 18:48:00.000;Variant 4;4;;;;;;Letter;
11;MakeTicket;Dian;1970/01/06 18:48:00.000;1970/01/06 18:53:00.000;Variant 4;4;;;;;P;;4152
11;ArrangeSurvey;Dian;1970/01/06 18:53:00.000;1970/01/06 18:58:00.000;Variant 4;4;;;;;;;
11;InformClientSurvey;System;1970/01/06 18:58:00.000;1970/01/06 18:58:00.000;Variant 4;4;;;;;;;
11;Survey;Anne;1970/01/07 00:22:00.000;1970/01/07 01:22:00.000;Variant 4;4;120;1;true;;;;
11;ImmediateRepair;Anne;1970/01/07 01:22:00.000;1970/01/07 03:22:00.000;Variant 4;4;;;;;;;
11;RepairReady;System;1970/01/07 03:22:00.000;1970/01/07 03:22:00.000;Variant 4;4;;;;true;;;
11;ReadyInformClient;System;1970/01/07 08:03:00.000;1970/01/07 08:03:00.000;Variant 4;4;;;;true;;;
11;SendTicketToFinAdmin;System;1970/01/07 08:59:00.000;1970/01/07 08:59:00.000;Variant 4;4;;;;;;;
11;TicketReady;System;1970/01/07 08:59:00.000;1970/01/07 08:59:00.000;Variant 4;4;;;;;;;
110;FirstContact;Monica;1970/01/02 10:29:00.000;1970/01/02 10:29:00.000;Variant 10;10;;;;;;Personal;
110;MakeTicket;Monica;1970/01/02 10:29:00.000;1970/01/02 10:33:00.000;Variant 10;10;;;;;P;;6525
110;ArrangeSurvey;Monica;1970/01/02 10:33:00.000;1970/01/02 10:36:00.000;Variant 10;10;;;;;;;
110;InformClientSurvey;System;1970/01/02 10:36:00.000;1970/01/02 10:36:00.000;Variant 10;10;;;;;;;
110;Survey;Barbara;1970/01/02 15:45:00.000;1970/01/02 16:33:00.000;Variant 10;10;120;1;true;;;;
110;ImmediateRepair;Barbara;1970/01/02 16:33:00.000;1970/01/02 18:21:00.000;Variant 10;10;;;;;;;
110;ExternRepair;FixIt;1970/01/02 18:21:00.000;1970/01/02 18:21:00.000;Variant 10;10;;;;;;;
110;RepairReady;System;1970/01/02 21:21:00.000;1970/01/02 21:21:00.000;Variant 10;10;;;;true;;;
110;SendTicketToFinAdmin;System;1970/01/02 22:02:00.000;1970/01/02 22:02:00.000;Variant 10;10;;;;;;;
110;ReadyInformClient;System;1970/01/02 22:51:00.000;1970/01/02 22:51:00.000;Variant 10;10;;;;true;;;
110;TicketReady;System;1970/01/02 22:51:00.000;1970/01/02 22:51:00.000;Variant 10;10;;;;;;;
111;FirstContact;Dian;1970/01/06 07:26:00.000;1970/01/06 07:26:00.000;Variant 9;9;;;;;;Letter;
111;MakeTicket;Dian;1970/01/06 07:26:00.000;1970/01/06 07:36:00.000;Variant 9;9;;;;;E;;8232
111;ArrangeSurvey;Dian;1970/01/06 07:36:00.000;1970/01/06 13:03:00.000;Variant 9;9;;;;;;;
111;InformClientSurvey;System;1970/01/06 13:03:00.000;1970/01/06 13:03:00.000;Variant 9;9;;;;;;;
111;Survey;Edd;1970/01/16 14:47:00.000;1970/01/16 15:13:00.000;Variant 9;9;240;1;true;;;;
111;InternRepair;Edd;1970/01/18 17:41:00.000;1970/01/18 22:05:00.000;Variant 9;9;;;;;;;
111;InternRepair;Paul;1970/01/19 13:19:00.000;1970/01/19 17:19:00.000;Variant 9;9;;;;;;;
111;RepairReady;System;1970/01/19 17:19:00.000;1970/01/19 17:19:00.000;Variant 9;9;;;;true;;;
111;ReadyInformClient;System;1970/01/19 20:01:00.000;1970/01/19 20:01:00.000;Variant 9;9;;;;true;;;
111;SendTicketToFinAdmin;System;1970/01/19 22:33:00.000;1970/01/19 22:33:00.000;Variant 9;9;;;;;;;
111;TicketReady;System;1970/01/19 22:33:00.000;1970/01/19 22:33:00.000;Variant 9;9;;;;;;;
112;FirstContact;Dian;1970/01/07 11:46:00.000;1970/01/07 11:46:00.000;Variant 4;4;;;;;;Web;
112;MakeTicket;Dian;1970/01/07 11:46:00.000;1970/01/07 11:49:00.000;Variant 4;4;;;;;P;;9305
112;ArrangeSurvey;Monica;1970/01/07 11:49:00.000;1970/01/07 16:19:00.000;Variant 4;4;;;;;;;
112;InformClientSurvey;System;1970/01/07 16:19:00.000;1970/01/07 16:19:00.000;Variant 4;4;;;;;;;
112;Survey;Anne;1970/01/11 07:53:00.000;1970/01/11 08:39:00.000;Variant 4;4;120;1;true;;;;
112;ImmediateRepair;Anne;1970/01/11 08:39:00.000;1970/01/11 10:27:00.000;Variant 4;4;;;;;;;
112;RepairReady;System;1970/01/11 10:27:00.000;1970/01/11 10:27:00.000;Variant 4;4;;;;true;;;
112;ReadyInformClient;System;1970/01/11 16:14:00.000;1970/01/11 16:14:00.000;Variant 4;4;;;;true;;;
112;SendTicketToFinAdmin;System;1970/01/11 17:29:00.000;1970/01/11 17:29:00.000;Variant 4;4;;;;;;;
112;TicketReady;System;1970/01/11 17:29:00.000;1970/01/11 17:29:00.000;Variant 4;4;;;;;;;
113;FirstContact;Dian;1970/01/05 09:39:00.000;1970/01/05 09:39:00.000;Variant 6;6;;;;;;Web;
113;MakeTicket;Dian;1970/01/05 09:39:00.000;1970/01/05 09:45:00.000;Variant 6;6;;;;;P;;7026
113;ArrangeSurvey;Dian;1970/01/05 09:45:00.000;1970/01/05 09:48:00.000;Variant 6;6;;;;;;;
113;InformClientSurvey;System;1970/01/05 09:48:00.000;1970/01/05 09:48:00.000;Variant 6;6;;;;;;;
113;Survey;Barbara;1970/01/12 10:04:00.000;1970/01/12 10:40:00.000;Variant 6;6;360;4;false;;;;
113;ExternRepair;DoIt;1970/01/12 10:40:00.000;1970/01/12 10:40:00.000;Variant 6;6;;;;;;;
113;RepairReady;System;1970/01/12 16:04:00.000;1970/01/12 16:04:00.000;Variant 6;6;;;;true;;;
113;SendTicketToFinAdmin;System;1970/01/12 19:59:00.000;1970/01/12 19:59:00.000;Variant 6;6;;;;;;;
113;ReadyInformClient;System;1970/01/12 23:43:00.000;1970/01/12 23:43:00.000;Variant 6;6;;;;true;;;
113;TicketReady;System;1970/01/12 23:43:00.000;1970/01/12 23:43:00.000;Variant 6;6;;;;;;;
114;FirstContact;Dian;1970/01/06 18:59:00.000;1970/01/06 18:59:00.000;Variant 1;1;;;;;;Phone;
114;MakeTicket;Dian;1970/01/06 18:59:00.000;1970/01/06 19:08:00.000;Variant 1;1;;;;;P;;407
114;ArrangeSurvey;Dian;1970/01/06 19:08:00.000;1970/01/06 19:10:00.000;Variant 1;1;;;;;;;
114;InformClientSurvey;System;1970/01/06 19:10:00.000;1970/01/06 19:10:00.000;Variant 1;1;;;;;;;
114;Survey;Anne;1970/01/13 06:48:00.000;1970/01/13 07:46:00.000;Variant 1;1;240;2;true;;;;
114;InternRepair;Barbara;1970/01/13 08:26:00.000;1970/01/13 12:50:00.000;Variant 1;1;;;;;;;
114;RepairReady;System;1970/01/13 12:50:00.000;1970/01/13 12:50:00.000;Variant 1;1;;;;true;;;
114;ReadyInformClient;System;1970/01/13 13:19:00.000;1970/01/13 13:19:00.000;Variant 1;1;;;;true;;;
114;SendTicketToFinAdmin;System;1970/01/13 18:42:00.000;1970/01/13 18:42:00.000;Variant 1;1;;;;;;;
114;TicketReady;System;1970/01/13 18:42:00.000;1970/01/13 18:42:00.000;Variant 1;1;;;;;;;
115;FirstContact;Dian;1970/01/05 15:14:00.000;1970/01/05 15:14:00.000;Variant 4;4;;;;;;Personal;
115;MakeTicket;Dian;1970/01/05 15:14:00.000;1970/01/05 15:23:00.000;Variant 4;4;;;;;P;;6267
115;ArrangeSurvey;Dian;1970/01/05 15:23:00.000;1970/01/05 15:27:00.000;Variant 4;4;;;;;;;
115;InformClientSurvey;System;1970/01/05 15:27:00.000;1970/01/05 15:27:00.000;Variant 4;4;;;;;;;
115;Survey;Anne;1970/01/09 13:10:00.000;1970/01/09 13:49:00.000;Variant 4;4;120;1;true;;;;
115;ImmediateRepair;Anne;1970/01/09 13:49:00.000;1970/01/09 16:01:00.000;Variant 4;4;;;;;;;
115;RepairReady;System;1970/01/09 16:01:00.000;1970/01/09 16:01:00.000;Variant 4;4;;;;true;;;
115;ReadyInformClient;System;1970/01/09 19:06:00.000;1970/01/09 19:06:00.000;Variant 4;4;;;;true;;;
115;SendTicketToFinAdmin;System;1970/01/09 19:50:00.000;1970/01/09 19:50:00.000;Variant 4;4;;;;;;;
115;TicketReady;System;1970/01/09 19:50:00.000;1970/01/09 19:50:00.000;Variant 4;4;;;;;;;
116;FirstContact;Monica;1970/01/02 05:32:00.000;1970/01/02 05:32:00.000;Variant 13;13;;;;;;Phone;
116;MakeTicket;Monica;1970/01/02 05:32:00.000;1970/01/02 05:38:00.000;Variant 13;13;;;;;P;;3489
116;ArrangeSurvey;Monica;1970/01/02 05:38:00.000;1970/01/02 05:40:00.000;Variant 13;13;;;;;;;
116;InformClientSurvey;System;1970/01/02 05:40:00.000;1970/01/02 05:40:00.000;Variant 13;13;;;;;;;
116;Survey;Jacky;1970/01/08 16:32:00.000;1970/01/08 17:19:00.000;Variant 13;13;240;2;true;;;;
116;InternRepair;Anne;1970/01/08 17:32:00.000;1970/01/08 21:56:00.000;Variant 13;13;;;;;;;
116;ExternRepair;FixIt;1970/01/08 21:56:00.000;1970/01/08 21:56:00.000;Variant 13;13;;;;;;;
116;RepairReady;System;1970/01/09 02:44:00.000;1970/01/09 02:44:00.000;Variant 13;13;;;;true;;;
116;SendTicketToFinAdmin;System;1970/01/09 04:19:00.000;1970/01/09 04:19:00.000;Variant 13;13;;;;;;;
116;ReadyInformClient;System;1970/01/09 04:49:00.000;1970/01/09 04:49:00.000;Variant 13;13;;;;true;;;
116;TicketReady;System;1970/01/09 04:49:00.000;1970/01/09 04:49:00.000;Variant 13;13;;;;;;;
117;FirstContact;Monica;1970/01/03 11:23:00.000;1970/01/03 11:23:00.000;Variant 2;2;;;;;;Web;
117;MakeTicket;Monica;1970/01/03 11:23:00.000;1970/01/03 11:25:00.000;Variant 2;2;;;;;B;;3394
117;ArrangeSurvey;Monica;1970/01/03 11:25:00.000;1970/01/03 11:27:00.000;Variant 2;2;;;;;;;
117;InformClientSurvey;System;1970/01/03 11:27:00.000;1970/01/03 11:27:00.000;Variant 2;2;;;;;;;
117;Survey;Eric;1970/01/03 11:27:00.000;1970/01/03 12:06:00.000;Variant 2;2;160;3;true;;;;
117;InternRepair;Ben;1970/01/03 12:06:00.000;1970/01/03 15:02:00.000;Variant 2;2;;;;;;;
117;RepairReady;System;1970/01/03 15:02:00.000;1970/01/03 15:02:00.000;Variant 2;2;;;;true;;;
117;SendTicketToFinAdmin;System;1970/01/03 15:55:00.000;1970/01/03 15:55:00.000;Variant 2;2;;;;;;;
117;ReadyInformClient;System;1970/01/03 16:05:00.000;1970/01/03 16:05:00.000;Variant 2;2;;;;true;;;
117;TicketReady;System;1970/01/03 16:05:00.000;1970/01/03 16:05:00.000;Variant 2;2;;;;;;;
118;FirstContact;Dian;1970/01/05 16:42:00.000;1970/01/05 16:42:00.000;Variant 4;4;;;;;;Phone;
118;MakeTicket;Dian;1970/01/05 16:42:00.000;1970/01/05 16:50:00.000;Variant 4;4;;;;;P;;6138
118;ArrangeSurvey;Dian;1970/01/05 16:50:00.000;1970/01/05 16:53:00.000;Variant 4;4;;;;;;;
118;InformClientSurvey;System;1970/01/05 16:53:00.000;1970/01/05 16:53:00.000;Variant 4;4;;;;;;;
118;Survey;Jacky;1970/01/06 16:09:00.000;1970/01/06 17:05:00.000;Variant 4;4;120;1;true;;;;
118;ImmediateRepair;Jacky;1970/01/06 17:05:00.000;1970/01/06 19:05:00.000;Variant 4;4;;;;;;;
118;RepairReady;System;1970/01/06 19:05:00.000;1970/01/06 19:05:00.000;Variant 4;4;;;;true;;;
118;ReadyInformClient;System;1970/01/06 21:18:00.000;1970/01/06 21:18:00.000;Variant 4;4;;;;true;;;
118;SendTicketToFinAdmin;System;1970/01/07 02:39:00.000;1970/01/07 02:39:00.000;Variant 4;4;;;;;;;
118;TicketReady;System;1970/01/07 02:39:00.000;1970/01/07 02:39:00.000;Variant 4;4;;;;;;;
119;FirstContact;Monica;1970/01/05 19:17:00.000;1970/01/05 19:17:00.000;Variant 1;1;;;;;;Phone;
119;MakeTicket;Monica;1970/01/05 19:17:00.000;1970/01/05 19:19:00.000;Variant 1;1;;;;;E;;5818
119;ArrangeSurvey;Monica;1970/01/05 19:19:00.000;1970/01/05 19:24:00.000;Variant 1;1;;;;;;;
119;InformClientSurvey;System;1970/01/05 19:24:00.000;1970/01/05 19:24:00.000;Variant 1;1;;;;;;;
119;Survey;Paul;1970/01/12 21:42:00.000;1970/01/12 22:32:00.000;Variant 1;1;220;2;true;;;;
119;InternRepair;Edd;1970/01/15 07:13:00.000;1970/01/15 10:31:00.000;Variant 1;1;;;;;;;
119;RepairReady;System;1970/01/15 10:31:00.000;1970/01/15 10:31:00.000;Variant 1;1;;;;true;;;
119;ReadyInformClient;System;1970/01/15 12:23:00.000;1970/01/15 12:23:00.000;Variant 1;1;;;;true;;;
119;SendTicketToFinAdmin;System;1970/01/15 16:46:00.000;1970/01/15 16:46:00.000;Variant 1;1;;;;;;;
119;TicketReady;System;1970/01/15 16:46:00.000;1970/01/15 16:46:00.000;Variant 1;1;;;;;;;
