Case ID;Resource;Activity;Start Timestamp;Complete Timestamp;Variant;Variant index;EstimatedRepairTime;RepairCode;RepairInternally;RepairOK;RepairType;contact;objectKey
101;Dian;MakeTicket;1970/01/03 03:45:00.000;1970/01/03 03:48:00.000;Variant 2;2;;;;;B;;8630
101;Monica;ArrangeSurvey;1970/01/03 03:48:00.000;1970/01/03 17:42:00.000;Variant 2;2;;;;;;;
101;System;InformClientSurvey;1970/01/03 17:42:00.000;1970/01/03 17:42:00.000;Variant 2;2;;;;;;;
101;Nick;Survey;1970/01/03 17:42:00.000;1970/01/03 17:57:00.000;Variant 2;2;240;2;true;;;;
101;Nick;InternRepair;1970/01/03 17:57:00.000;1970/01/03 22:45:00.000;Variant 2;2;;;;;;;
101;System;RepairReady;1970/01/03 22:45:00.000;1970/01/03 22:45:00.000;Variant 2;2;;;;true;;;
101;System;SendTicketToFinAdmin;1970/01/03 23:19:00.000;1970/01/03 23:19:00.000;Variant 2;2;;;;;;;
101;System;ReadyInformClient;1970/01/04 00:31:00.000;1970/01/04 00:31:00.000;Variant 2;2;;;;true;;;
101;System;TicketReady;1970/01/04 00:31:00.000;1970/01/04 00:31:00.000;Variant 2;2;;;;;;;
102;Monica;FirstContact;1970/01/05 01:56:00.000;1970/01/05 01:56:00.000;Variant 2;2;;;;;;Letter;
102;Monica;MakeTicket;1970/01/05 01:56:00.000;1970/01/05 01:59:00.000;Variant 2;2;;;;;E;;1870
102;Monica;ArrangeSurvey;1970/01/05 01:59:00.000;1970/01/05 02:04:00.000;Variant 2;2;;;;;;;
102;System;InformClientSurvey;1970/01/05 02:04:00.000;1970/01/05 02:04:00.000;Variant 2;2;;;;;;;
102;John;Survey;1970/01/16 11:57:00.000;1970/01/16 12:56:00.000;Variant 2;2;220;2;true;;;;
102;John;InternRepair;1970/01/17 22:52:00.000;1970/01/18 02:54:00.000;Variant 2;2;;;;;;;
102;System;RepairReady;1970/01/18 02:54:00.000;1970/01/18 02:54:00.000;Variant 2;2;;;;true;;;
102;System;SendTicketToFinAdmin;1970/01/18 07:26:00.000;1970/01/18 07:26:00.000;Variant 2;2;;;;;;;
102;System;ReadyInformClient;1970/01/18 10:08:00.000;1970/01/18 10:08:00.000;Variant 2;2;;;;true;;;
102;System;TicketReady;1970/01/18 10:08:00.000;1970/01/18 10:08:00.000;Variant 2;2;;;;;;;
103;Monica;FirstContact;1970/01/04 16:01:00.000;1970/01/04 16:01:00.000;Variant 7;7;;;;;;Personal;
103;Monica;MakeTicket;1970/01/04 16:01:00.000;1970/01/04 16:03:00.000;Variant 7;7;;;;;P;;5650
103;Monica;ArrangeSurvey;1970/01/04 16:03:00.000;1970/01/04 16:08:00.000;Variant 7;7;;;;;;;
103;System;InformClientSurvey;1970/01/04 16:08:00.000;1970/01/04 16:08:00.000;Variant 7;7;;;;;;;
103;Jacky;Survey;1970/01/05 00:10:00.000;1970/01/05 00:50:00.000;Variant 7;7;360;4;false;;;;
103;FixIt;ExternRepair;1970/01/05 00:50:00.000;1970/01/05 00:50:00.000;Variant 7;7;;;;;;;
103;System;RepairReady;1970/01/05 06:50:00.000;1970/01/05 06:50:00.000;Variant 7;7;;;;true;;;
103;System;ReadyInformClient;1970/01/05 14:12:00.000;1970/01/05 14:12:00.000;Variant 7;7;;;;true;;;
103;System;SendTicketToFinAdmin;1970/01/05 14:40:00.000;1970/01/05 14:40:00.000;Variant 7;7;;;;;;;
103;System;TicketReady;1970/01/05 14:40:00.000;1970/01/05 14:40:00.000;Variant 7;7;;;;;;;
104;Dian;FirstContact;1970/01/03 15:14:00.000;1970/01/03 15:14:00.000;Variant 3;3;;;;;;Personal;
104;Dian;MakeTicket;1970/01/03 15:14:00.000;1970/01/03 15:17:00.000;Variant 3;3;;;;;P;;1632
104;Dian;ArrangeSurvey;1970/01/03 15:17:00.000;1970/01/03 15:20:00.000;Variant 3;3;;;;;;;
104;System;InformClientSurvey;1970/01/03 15:20:00.000;1970/01/03 15:20:00.000;Variant 3;3;;;;;;;
104;Anne;Survey;1970/01/04 13:15:00.000;1970/01/04 13:47:00.000;Variant 3;3;120;1;true;;;;
104;Anne;ImmediateRepair;1970/01/04 13:47:00.000;1970/01/04 15:59:00.000;Variant 3;3;;;;;;;
104;System;RepairReady;1970/01/04 15:59:00.000;1970/01/04 15:59:00.000;Variant 3;3;;;;true;;;
104;System;SendTicketToFinAdmin;1970/01/04 16:41:00.000;1970/01/04 16:41:00.000;Variant 3;3;;;;;;;
104;System;ReadyInformClient;1970/01/04 19:31:00.000;1970/01/04 19:31:00.000;Variant 3;3;;;;true;;;
104;System;TicketReady;1970/01/04 19:31:00.000;1970/01/04 19:31:00.000;Variant 3;3;;;;;;;
105;Monica;FirstContact;1970/01/06 08:27:00.000;1970/01/06 08:27:00.000;Variant 5;5;;;;;;Personal;
105;Monica;InformClientWrongPlace;1970/01/06 08:27:00.000;1970/01/06 08:27:00.000;Variant 5;5;;;;;;;
106;Monica;FirstContact;1970/01/05 04:51:00.000;1970/01/05 04:51:00.000;Variant 2;2;;;;;;Web;
106;Monica;MakeTicket;1970/01/05 04:51:00.000;1970/01/05 04:55:00.000;Variant 2;2;;;;;E;;8343
106;Monica;ArrangeSurvey;1970/01/05 04:55:00.000;1970/01/05 04:59:00.000;Variant 2;2;;;;;;;
106;System;InformClientSurvey;1970/01/05 04:59:00.000;1970/01/05 04:59:00.000;Variant 2;2;;;;;;;
106;Paul;Survey;1970/01/15 21:51:00.000;1970/01/15 22:16:00.000;Variant 2;2;220;2;true;;;;
106;Edd;InternRepair;1970/01/15 22:43:00.000;1970/01/16 02:23:00.000;Variant 2;2;;;;;;;
106;System;RepairReady;1970/01/16 02:23:00.000;1970/01/16 02:23:00.000;Variant 2;2;;;;true;;;
106;System;SendTicketToFinAdmin;1970/01/16 07:23:00.000;1970/01/16 07:23:00.000;Variant 2;2;;;;;;;
106;System;ReadyInformClient;1970/01/16 09:37:00.000;1970/01/16 09:37:00.000;Variant 2;2;;;;true;;;
106;System;TicketReady;1970/01/16 09:37:00.000;1970/01/16 09:37:00.000;Variant 2;2;;;;;;;
107;Monica;FirstContact;1970/01/01 12:00:00.000;1970/01/01 12:00:00.000;Variant 4;4;;;;;;Web;
107;Monica;MakeTicket;1970/01/01 12:00:00.000;1970/01/01 12:03:00.000;Variant 4;4;;;;;B;;8258
107;Monica;ArrangeSurvey;1970/01/01 12:03:00.000;1970/01/01 15:39:00.000;Variant 4;4;;;;;;;
107;System;InformClientSurvey;1970/01/01 15:39:00.000;1970/01/01 15:39:00.000;Variant 4;4;;;;;;;
107;Lex;Survey;1970/01/01 15:39:00.000;1970/01/01 16:12:00.000;Variant 4;4;60;1;true;;;;
107;Lex;ImmediateRepair;1970/01/01 16:12:00.000;1970/01/01 17:12:00.000;Variant 4;4;;;;;;;
107;System;RepairReady;1970/01/01 17:12:00.000;1970/01/01 17:12:00.000;Variant 4;4;;;;true;;;
107;System;ReadyInformClient;1970/01/01 17:17:00.000;1970/01/01 17:17:00.000;Variant 4;4;;;;true;;;
107;System;SendTicketToFinAdmin;1970/01/01 20:44:00.000;1970/01/01 20:44:00.000;Variant 4;4;;;;;;;
107;System;TicketReady;1970/01/01 20:44:00.000;1970/01/01 20:44:00.000;Variant 4;4;;;;;;;
108;Monica;FirstContact;1970/01/02 15:28:00.000;1970/01/02 15:28:00.000;Variant 1;1;;;;;;Personal;
108;Monica;MakeTicket;1970/01/02 15:28:00.000;1970/01/02 15:30:00.000;Variant 1;1;;;;;E;;6546
108;Monica;ArrangeSurvey;1970/01/02 15:30:00.000;1970/01/02 15:34:00.000;Variant 1;1;;;;;;;
108;System;InformClientSurvey;1970/01/02 15:34:00.000;1970/01/02 15:34:00.000;Variant 1;1;;;;;;;
108;Cindy;Survey;1970/01/02 15:46:00.000;1970/01/02 16:02:00.000;Variant 1;1;240;1;true;;;;
108;Paul;InternRepair;1970/01/03 06:04:00.000;1970/01/03 09:40:00.000;Variant 1;1;;;;;;;
108;System;RepairReady;1970/01/03 09:40:00.000;1970/01/03 09:40:00.000;Variant 1;1;;;;true;;;
108;System;ReadyInformClient;1970/01/03 10:02:00.000;1970/01/03 10:02:00.000;Variant 1;1;;;;true;;;
108;System;SendTicketToFinAdmin;1970/01/03 12:33:00.000;1970/01/03 12:33:00.000;Variant 1;1;;;;;;;
108;System;TicketReady;1970/01/03 12:33:00.000;1970/01/03 12:33:00.000;Variant 1;1;;;;;;;
109;Dian;FirstContact;1970/01/06 19:38:00.000;1970/01/06 19:38:00.000;Variant 1;1;;;;;;Personal;
109;Dian;MakeTicket;1970/01/06 19:38:00.000;1970/01/06 19:43:00.000;Variant 1;1;;;;;P;;1799
109;Dian;ArrangeSurvey;1970/01/06 19:43:00.000;1970/01/06 19:45:00.000;Variant 1;1;;;;;;;
109;System;InformClientSurvey;1970/01/06 19:45:00.000;1970/01/06 19:45:00.000;Variant 1;1;;;;;;;
109;Anne;Survey;1970/01/10 18:12:00.000;1970/01/10 19:09:00.000;Variant 1;1;240;2;true;;;;
109;Anne;InternRepair;1970/01/10 20:00:00.000;1970/01/11 00:24:00.000;Variant 1;1;;;;;;;
109;System;RepairReady;1970/01/11 00:24:00.000;1970/01/11 00:24:00.000;Variant 1;1;;;;true;;;
109;System;ReadyInformClient;1970/01/11 02:17:00.000;1970/01/11 02:17:00.000;Variant 1;1;;;;true;;;
109;System;SendTicketToFinAdmin;1970/01/11 04:13:00.000;1970/01/11 04:13:00.000;Variant 1;1;;;;;;;
109;System;TicketReady;1970/01/11 04:13:00.000;1970/01/11 04:13:00.000;Variant 1;1;;;;;;;
11;Dian;FirstContact;1970/01/06 18:48:00.000;1970/01/06 18:48:00.000;Variant 4;4;;;;;;Letter;
11;Dian;MakeTicket;1970/01/06 18:48:00.000;1970/01/06 18:53:00.000;Variant 4;4;;;;;P;;4152
11;Dian;ArrangeSurvey;1970/01/06 18:53:00.000;1970/01/06 18:58:00.000;Variant 4;4;;;;;;;
11;System;InformClientSurvey;1970/01/06 18:58:00.000;1970/01/06 18:58:00.000;Variant 4;4;;;;;;;
11;Anne;Survey;1970/01/07 00:22:00.000;1970/01/07 01:22:00.000;Variant 4;4;120;1;true;;;;
11;Anne;ImmediateRepair;1970/01/07 01:22:00.000;1970/01/07 03:22:00.000;Variant 4;4;;;;;;;
11;System;RepairReady;1970/01/07 03:22:00.000;1970/01/07 03:22:00.000;Variant 4;4;;;;true;;;
11;System;ReadyInformClient;1970/01/07 08:03:00.000;1970/01/07 08:03:00.000;Variant 4;4;;;;true;;;
11;System;SendTicketToFinAdmin;1970/01/07 08:59:00.000;1970/01/07 08:59:00.000;Variant 4;4;;;;;;;
11;System;TicketReady;1970/01/07 08:59:00.000;1970/01/07 08:59:00.000;Variant 4;4;;;;;;;
110;Monica;FirstContact;1970/01/02 10:29:00.000;1970/01/02 10:29:00.000;Variant 10;10;;;;;;Personal;
110;Monica;MakeTicket;1970/01/02 10:29:00.000;1970/01/02 10:33:00.000;Variant 10;10;;;;;P;;6525
110;Monica;ArrangeSurvey;1970/01/02 10:33:00.000;1970/01/02 10:36:00.000;Variant 10;10;;;;;;;
110;System;InformClientSurvey;1970/01/02 10:36:00.000;1970/01/02 10:36:00.000;Variant 10;10;;;;;;;
110;Barbara;Survey;1970/01/02 15:45:00.000;1970/01/02 16:33:00.000;Variant 10;10;120;1;true;;;;
110;Barbara;ImmediateRepair;1970/01/02 16:33:00.000;1970/01/02 18:21:00.000;Variant 10;10;;;;;;;
110;FixIt;ExternRepair;1970/01/02 18:21:00.000;1970/01/02 18:21:00.000;Variant 10;10;;;;;;;
110;System;RepairReady;1970/01/02 21:21:00.000;1970/01/02 21:21:00.000;Variant 10;10;;;;true;;;
110;System;SendTicketToFinAdmin;1970/01/02 22:02:00.000;1970/01/02 22:02:00.000;Variant 10;10;;;;;;;
110;System;ReadyInformClient;1970/01/02 22:51:00.000;1970/01/02 22:51:00.000;Variant 10;10;;;;true;;;
110;System;TicketReady;1970/01/02 22:51:00.000;1970/01/02 22:51:00.000;Variant 10;10;;;;;;;
111;Dian;FirstContact;1970/01/06 07:26:00.000;1970/01/06 07:26:00.000;Variant 9;9;;;;;;Letter;
111;Dian;MakeTicket;1970/01/06 07:26:00.000;1970/01/06 07:36:00.000;Variant 9;9;;;;;E;;8232
111;Dian;ArrangeSurvey;1970/01/06 07:36:00.000;1970/01/06 13:03:00.000;Variant 9;9;;;;;;;
111;System;InformClientSurvey;1970/01/06 13:03:00.000;1970/01/06 13:03:00.000;Variant 9;9;;;;;;;
111;Edd;Survey;1970/01/16 14:47:00.000;1970/01/16 15:13:00.000;Variant 9;9;240;1;true;;;;
111;Edd;InternRepair;1970/01/18 17:41:00.000;1970/01/18 22:05:00.000;Variant 9;9;;;;;;;
111;Paul;InternRepair;1970/01/19 13:19:00.000;1970/01/19 17:19:00.000;Variant 9;9;;;;;;;
111;System;RepairReady;1970/01/19 17:19:00.000;1970/01/19 17:19:00.000;Variant 9;9;;;;true;;;
111;System;ReadyInformClient;1970/01/19 20:01:00.000;1970/01/19 20:01:00.000;Variant 9;9;;;;true;;;
111;System;SendTicketToFinAdmin;1970/01/19 22:33:00.000;1970/01/19 22:33:00.000;Variant 9;9;;;;;;;
111;System;TicketReady;1970/01/19 22:33:00.000;1970/01/19 22:33:00.000;Variant 9;9;;;;;;;
112;Dian;FirstContact;1970/01/07 11:46:00.000;1970/01/07 11:46:00.000;Variant 4;4;;;;;;Web;
112;Dian;MakeTicket;1970/01/07 11:46:00.000;1970/01/07 11:49:00.000;Variant 4;4;;;;;P;;9305
112;Monica;ArrangeSurvey;1970/01/07 11:49:00.000;1970/01/07 16:19:00.000;Variant 4;4;;;;;;;
112;System;InformClientSurvey;1970/01/07 16:19:00.000;1970/01/07 16:19:00.000;Variant 4;4;;;;;;;
112;Anne;Survey;1970/01/11 07:53:00.000;1970/01/11 08:39:00.000;Variant 4;4;120;1;true;;;;
112;Anne;ImmediateRepair;1970/01/11 08:39:00.000;1970/01/11 10:27:00.000;Variant 4;4;;;;;;;
112;System;RepairReady;1970/01/11 10:27:00.000;1970/01/11 10:27:00.000;Variant 4;4;;;;true;;;
112;System;ReadyInformClient;1970/01/11 16:14:00.000;1970/01/11 16:14:00.000;Variant 4;4;;;;true;;;
112;System;SendTicketToFinAdmin;1970/01/11 17:29:00.000;1970/01/11 17:29:00.000;Variant 4;4;;;;;;;
112;System;TicketReady;1970/01/11 17:29:00.000;1970/01/11 17:29:00.000;Variant 4;4;;;;;;;
113;Dian;FirstContact;1970/01/05 09:39:00.000;1970/01/05 09:39:00.000;Variant 6;6;;;;;;Web;
113;Dian;MakeTicket;1970/01/05 09:39:00.000;1970/01/05 09:45:00.000;Variant 6;6;;;;;P;;7026
113;Dian;ArrangeSurvey;1970/01/05 09:45:00.000;1970/01/05 09:48:00.000;Variant 6;6;;;;;;;
113;System;InformClientSurvey;1970/01/05 09:48:00.000;1970/01/05 09:48:00.000;Variant 6;6;;;;;;;
113;Barbara;Survey;1970/01/12 10:04:00.000;1970/01/12 10:40:00.000;Variant 6;6;360;4;false;;;;
113;DoIt;ExternRepair;1970/01/12 10:40:00.000;1970/01/12 10:40:00.000;Variant 6;6;;;;;;;
113;System;RepairReady;1970/01/12 16:04:00.000;1970/01/12 16:04:00.000;Variant 6;6;;;;true;;;
113;System;SendTicketToFinAdmin;1970/01/12 19:59:00.000;1970/01/12 19:59:00.000;Variant 6;6;;;;;;;
113;System;ReadyInformClient;1970/01/12 23:43:00.000;1970/01/12 23:43:00.000;Variant 6;6;;;;true;;;
113;System;TicketReady;1970/01/12 23:43:00.000;1970/01/12 23:43:00.000;Variant 6;6;;;;;;;
114;Dian;FirstContact;1970/01/06 18:59:00.000;1970/01/06 18:59:00.000;Variant 1;1;;;;;;Phone;
114;Dian;MakeTicket;1970/01/06 18:59:00.000;1970/01/06 19:08:00.000;Variant 1;1;;;;;P;;407
114;Dian;ArrangeSurvey;1970/01/06 19:08:00.000;1970/01/06 19:10:00.000;Variant 1;1;;;;;;;
114;System;InformClientSurvey;1970/01/06 19:10:00.000;1970/01/06 19:10:00.000;Variant 1;1;;;;;;;
114;Anne;Survey;1970/01/13 06:48:00.000;1970/01/13 07:46:00.000;Variant 1;1;240;2;true;;;;
114;Barbara;InternRepair;1970/01/13 08:26:00.000;1970/01/13 12:50:00.000;Variant 1;1;;;;;;;
114;System;RepairReady;1970/01/13 12:50:00.000;1970/01/13 12:50:00.000;Variant 1;1;;;;true;;;
114;System;ReadyInformClient;1970/01/13 13:19:00.000;1970/01/13 13:19:00.000;Variant 1;1;;;;true;;;
114;System;SendTicketToFinAdmin;1970/01/13 18:42:00.000;1970/01/13 18:42:00.000;Variant 1;1;;;;;;;
114;System;TicketReady;1970/01/13 18:42:00.000;1970/01/13 18:42:00.000;Variant 1;1;;;;;;;
115;Dian;FirstContact;1970/01/05 15:14:00.000;1970/01/05 15:14:00.000;Variant 4;4;;;;;;Personal;
115;Dian;MakeTicket;1970/01/05 15:14:00.000;1970/01/05 15:23:00.000;Variant 4;4;;;;;P;;6267
115;Dian;ArrangeSurvey;1970/01/05 15:23:00.000;1970/01/05 15:27:00.000;Variant 4;4;;;;;;;
115;System;InformClientSurvey;1970/01/05 15:27:00.000;1970/01/05 15:27:00.000;Variant 4;4;;;;;;;
115;Anne;Survey;1970/01/09 13:10:00.000;1970/01/09 13:49:00.000;Variant 4;4;120;1;true;;;;
115;Anne;ImmediateRepair;1970/01/09 13:49:00.000;1970/01/09 16:01:00.000;Variant 4;4;;;;;;;
115;System;RepairReady;1970/01/09 16:01:00.000;1970/01/09 16:01:00.000;Variant 4;4;;;;true;;;
115;System;ReadyInformClient;1970/01/09 19:06:00.000;1970/01/09 19:06:00.000;Variant 4;4;;;;true;;;
115;System;SendTicketToFinAdmin;1970/01/09 19:50:00.000;1970/01/09 19:50:00.000;Variant 4;4;;;;;;;
115;System;TicketReady;1970/01/09 19:50:00.000;1970/01/09 19:50:00.000;Variant 4;4;;;;;;;
116;Monica;FirstContact;1970/01/02 05:32:00.000;1970/01/02 05:32:00.000;Variant 13;13;;;;;;Phone;
116;Monica;MakeTicket;1970/01/02 05:32:00.000;1970/01/02 05:38:00.000;Variant 13;13;;;;;P;;3489
116;Monica;ArrangeSurvey;1970/01/02 05:38:00.000;1970/01/02 05:40:00.000;Variant 13;13;;;;;;;
116;System;InformClientSurvey;1970/01/02 05:40:00.000;1970/01/02 05:40:00.000;Variant 13;13;;;;;;;
116;Jacky;Survey;1970/01/08 16:32:00.000;1970/01/08 17:19:00.000;Variant 13;13;240;2;true;;;;
116;Anne;InternRepair;1970/01/08 17:32:00.000;1970/01/08 21:56:00.000;Variant 13;13;;;;;;;
116;FixIt;ExternRepair;1970/01/08 21:56:00.000;1970/01/08 21:56:00.000;Variant 13;13;;;;;;;
116;System;RepairReady;1970/01/09 02:44:00.000;1970/01/09 02:44:00.000;Variant 13;13;;;;true;;;
116;System;SendTicketToFinAdmin;1970/01/09 04:19:00.000;1970/01/09 04:19:00.000;Variant 13;13;;;;;;;
116;System;ReadyInformClient;1970/01/09 04:49:00.000;1970/01/09 04:49:00.000;Variant 13;13;;;;true;;;
116;System;TicketReady;1970/01/09 04:49:00.000;1970/01/09 04:49:00.000;Variant 13;13;;;;;;;
117;Monica;FirstContact;1970/01/03 11:23:00.000;1970/01/03 11:23:00.000;Variant 2;2;;;;;;Web;
117;Monica;MakeTicket;1970/01/03 11:23:00.000;1970/01/03 11:25:00.000;Variant 2;2;;;;;B;;3394
117;Monica;ArrangeSurvey;1970/01/03 11:25:00.000;1970/01/03 11:27:00.000;Variant 2;2;;;;;;;
117;System;InformClientSurvey;1970/01/03 11:27:00.000;1970/01/03 11:27:00.000;Variant 2;2;;;;;;;
117;Eric;Survey;1970/01/03 11:27:00.000;1970/01/03 12:06:00.000;Variant 2;2;160;3;true;;;;
117;Ben;InternRepair;1970/01/03 12:06:00.000;1970/01/03 15:02:00.000;Variant 2;2;;;;;;;
117;System;RepairReady;1970/01/03 15:02:00.000;1970/01/03 15:02:00.000;Variant 2;2;;;;true;;;
117;System;SendTicketToFinAdmin;1970/01/03 15:55:00.000;1970/01/03 15:55:00.000;Variant 2;2;;;;;;;
117;System;ReadyInformClient;1970/01/03 16:05:00.000;1970/01/03 16:05:00.000;Variant 2;2;;;;true;;;
117;System;TicketReady;1970/01/03 16:05:00.000;1970/01/03 16:05:00.000;Variant 2;2;;;;;;;
118;Dian;FirstContact;1970/01/05 16:42:00.000;1970/01/05 16:42:00.000;Variant 4;4;;;;;;Phone;
118;Dian;MakeTicket;1970/01/05 16:42:00.000;1970/01/05 16:50:00.000;Variant 4;4;;;;;P;;6138
118;Dian;ArrangeSurvey;1970/01/05 16:50:00.000;1970/01/05 16:53:00.000;Variant 4;4;;;;;;;
118;System;InformClientSurvey;1970/01/05 16:53:00.000;1970/01/05 16:53:00.000;Variant 4;4;;;;;;;
118;Jacky;Survey;1970/01/06 16:09:00.000;1970/01/06 17:05:00.000;Variant 4;4;120;1;true;;;;
118;Jacky;ImmediateRepair;1970/01/06 17:05:00.000;1970/01/06 19:05:00.000;Variant 4;4;;;;;;;
118;System;RepairReady;1970/01/06 19:05:00.000;1970/01/06 19:05:00.000;Variant 4;4;;;;true;;;
118;System;ReadyInformClient;1970/01/06 21:18:00.000;1970/01/06 21:18:00.000;Variant 4;4;;;;true;;;
118;System;SendTicketToFinAdmin;1970/01/07 02:39:00.000;1970/01/07 02:39:00.000;Variant 4;4;;;;;;;
118;System;TicketReady;1970/01/07 02:39:00.000;1970/01/07 02:39:00.000;Variant 4;4;;;;;;;
119;Monica;FirstContact;1970/01/05 19:17:00.000;1970/01/05 19:17:00.000;Variant 1;1;;;;;;Phone;
119;Monica;MakeTicket;1970/01/05 19:17:00.000;1970/01/05 19:19:00.000;Variant 1;1;;;;;E;;5818
119;Monica;ArrangeSurvey;1970/01/05 19:19:00.000;1970/01/05 19:24:00.000;Variant 1;1;;;;;;;
119;System;InformClientSurvey;1970/01/05 19:24:00.000;1970/01/05 19:24:00.000;Variant 1;1;;;;;;;
119;Paul;Survey;1970/01/12 21:42:00.000;1970/01/12 22:32:00.000;Variant 1;1;220;2;true;;;;
119;Edd;InternRepair;1970/01/15 07:13:00.000;1970/01/15 10:31:00.000;Variant 1;1;;;;;;;
119;System;RepairReady;1970/01/15 10:31:00.000;1970/01/15 10:31:00.000;Variant 1;1;;;;true;;;
119;System;ReadyInformClient;1970/01/15 12:23:00.000;1970/01/15 12:23:00.000;Variant 1;1;;;;true;;;
119;System;SendTicketToFinAdmin;1970/01/15 16:46:00.000;1970/01/15 16:46:00.000;Variant 1;1;;;;;;;
119;System;TicketReady;1970/01/15 16:46:00.000;1970/01/15 16:46:00.000;Variant 1;1;;;;;;;
