
20/03/2018	27.6	19.0
21/03/2018	23.4	17.9
22/03/2018	20.6	15.8
23/03/2018	27.0	17.6
24/03/2018	29.5	19.0
25/03/2018	26.7	19.2
26/03/2018	19.9	16.3
27/03/2018	23.0	16.4
28/03/2018	27.1	17.6
29/03/2018	25.3	18.4
30/03/2018	27.0	17.1
31/03/2018	24.0	18.3
01/04/2018	25.4	18.9
02/04/2018	26.1	19.1
03/04/2018	26.8	16.4
04/04/2018	26.7	16.8
05/04/2018	27.1	16.7
06/04/2018	25.3	16.5
07/04/2018	26.0	15.8
08/04/2018	26.4	15.3
09/04/2018	27.1	14.5
10/04/2018	27.2	15.6
11/04/2018	25.7	16.4
12/04/2018	27.2	15.5
13/04/2018	29.3	14.8
14/04/2018	20.3	15.6
15/04/2018	20.5	14.5
16/04/2018	19.2	13.8
17/04/2018	18.8	13.3
18/04/2018	24.7	11.7
19/04/2018	24.9	14.3
20/04/2018	26.4	12.3
21/04/2018	27.6	12.8
22/04/2018	25.4	13.3
23/04/2018	25.8	13.1
24/04/2018	26.7	14.7
25/04/2018	26.4	13.9
26/04/2018	26.8	16.9
27/04/2018	27.2	17.2
28/04/2018	28.1	18.0
29/04/2018	27.0	16.1
30/04/2018	27.9	15.7
01/05/2018	27.9	17.1
02/05/2018	24.0	18.1
03/05/2018	26.5	17.8
04/05/2018	27.5	17.5
05/05/2018	27.1	15.1
06/05/2018	25.2	16.5
07/05/2018	21.6	16.2
08/05/2018	21.0	14.5
09/05/2018	19.8	14.9
10/05/2018	24.2	12.4
11/05/2018	25.7	13.2
12/05/2018	22.5	14.2
13/05/2018	22.7	14.0
14/05/2018	22.6	12.1
15/05/2018	26.2	13.4
16/05/2018	23.1	14.3
17/05/2018	21.4	15.1
18/05/2018	24.7	15.6
19/05/2018	19.7	10.6
20/05/2018	15.7	6.5
21/05/2018	21.9	7.4
22/05/2018	22.0	7.8
23/05/2018	20.4	10.7
24/05/2018	20.5	10.0
25/05/2018	17.5	12.6
26/05/2018	19.4	13.0
27/05/2018	23.3	13.1
28/05/2018	21.2	11.5
29/05/2018	22.2	10.5
30/05/2018	23.7	10.3
31/05/2018	22.7	10.7
01/06/2018	23.4	10.4
02/06/2018	17.9	14.9
03/06/2018	16.7	9.9
04/06/2018	13.3	9.2
05/06/2018	16.2	11.6
06/06/2018	18.0	9.4
07/06/2018	14.7	11.6
08/06/2018	22.0	7.8
09/06/2018	22.0	7.8
10/06/2018	24.0	9.8
11/06/2018	26.6	17.1
12/06/2018	22.3	17.2
13/06/2018	18.5	13.3
14/06/2018	13.4	8.9
15/06/2018	10.0	8.1
16/06/2018	9.4	7.6
17/06/2018	15.8	8.3
18/06/2018	16.7	10.4
19/06/2018	20.8	11.4
20/06/2018	22.2	10.3
21/06/2018	22.9	9.1
22/06/2018	24.0	11.4
23/06/2018	24.4	10.5
24/06/2018	26.4	11.5
25/06/2018	25.2	12.8
26/06/2018	24.7	15.9
27/06/2018	19.3	13.4
28/06/2018	23.8	12.1
29/06/2018	24.8	11.2
30/06/2018	24.0	13.0
01/07/2018	23.9	14.1
02/07/2018	24.8	13.9
03/07/2018	20.6	11.0
04/07/2018	21.1	9.9
05/07/2018	25.4	9.6
06/07/2018	25.8	13.1
07/07/2018	23.7	12.2
08/07/2018	24.0	14.5
09/07/2018	19.2	9.7
10/07/2018	15.7	7.0
12/07/2018	22.2	6.8
13/07/2018	22.2	7.1
14/07/2018	24.1	9.1
15/07/2018	26.8	10.8
16/07/2018	27.2	12.0
17/07/2018	25.6	14.6
18/07/2018	25.5	9.7
19/07/2018	26.3	11.2
20/07/2018	26.4	13.4
21/07/2018	21.8	12.8
22/07/2018	15.6	10.8
23/07/2018	25.4	12.0
24/07/2018	17.9	12.3
25/07/2018	19.2	12.1
26/07/2018	24.0	13.6
27/07/2018	24.7	10.7
28/07/2018	25.6	11.6
29/07/2018	25.9	16.5
30/07/2018	19.6	11.4
31/07/2018	18.9	10.4
01/08/2018	11.0	8.4
02/08/2018	15.2	9.4
03/08/2018	17.6	12.0
04/08/2018	18.4	11.7
05/08/2018	19.7	12.2
06/08/2018	18.8	10.5
07/08/2018	21.0	7.8
08/08/2018	21.5	10.2
09/08/2018	20.7	9.5
10/08/2018	20.5	6.8
11/08/2018	21.2	7.7
12/08/2018	21.3	7.6
13/08/2018	20.9	7.6
14/08/2018	25.9	9.2
15/08/2018	17.4	9.4
16/08/2018	13.1	9.5
17/08/2018	15.4	11.0
18/08/2018	20.5	11.0
19/08/2018	24.3	11.5
20/08/2018	27.0	11.2
21/08/2018	19.4	12.4
22/08/2018	19.5	12.1
23/08/2018	24.1	13.3
24/08/2018	23.9	14.1
25/08/2018	19.2	11.6
26/08/2018	18.0	6.9
28/08/2018	22.0	8.7
29/08/2018	25.9	11.4
30/08/2018	27.8	11.8
31/08/2018	29.8	14.5
01/09/2018	23.9	15.5
02/09/2018	18.7	15.0
03/09/2018	18.5	11.7
04/09/2018	18.9	10.5
05/09/2018	17.7	6.4
06/09/2018	21.2	6.4
07/09/2018	25.8	8.8
08/09/2018	24.6	12.1
09/09/2018	18.7	12.4
10/09/2018	18.6	12.3
11/09/2018	18.4	11.9
12/09/2018	17.6	12.2
13/09/2018	17.1	12.6
14/09/2018	17.1	13.5
15/09/2018	23.2	12.8
16/09/2018	19.4	12.3
17/09/2018	20.2	12.2
18/09/2018	26.0	15.4
19/09/2018	27.5	15.8
20/09/2018	21.1	14.5
21/09/2018	25.6	12.3
22/09/2018	29.7	15.4
23/09/2018	30.5	14.1
24/09/2018	30.2	15.8
25/09/2018	23.9	14.7
26/09/2018	28.4	16.3
27/09/2018	23.6	16.6
28/09/2018	23.8	16.6
29/09/2018	24.0	16.3
30/09/2018	25.7	16.8
01/10/2018	28.2	17.2
02/10/2018	25.6	17.3
03/10/2018	23.3	17.6
04/10/2018	20.0	13.8
05/10/2018	15.5	11.8
06/10/2018	14.2	11.3
07/10/2018	17.3	11.8
08/10/2018	20.1	14.8
09/10/2018	26.9	16.9
10/10/2018	27.4	16.0
11/10/2018	16.6	12.4
12/10/2018	23.7	12.5
13/10/2018	26.7	17.5
14/10/2018	18.5	13.4
15/10/2018	16.7	13.5
16/10/2018	16.9	13.9
17/10/2018	26.9	15.9
18/10/2018	26.3	16.1
19/10/2018	20.0	15.0
20/10/2018	19.7	11.2
21/10/2018	20.3	11.5
22/10/2018	26.0	12.2
23/10/2018	27.3	14.4
24/10/2018	16.9	14.2
25/10/2018	21.3	15.0
26/10/2018	22.6	16.6
27/10/2018	25.9	18.0
28/10/2018	21.8	12.0
29/10/2018	19.3	12.1
30/10/2018	28.0	13.6
31/10/2018	26.9	15.3
01/11/2018	22.2	15.3
02/11/2018	24.5	15.7
03/11/2018	29.0	16.0
04/11/2018	20.9	14.5
05/11/2018	19.8	13.2
06/11/2018	22.9	12.8
07/11/2018	22.2	14.9
08/11/2018	18.1	12.2
09/11/2018	21.6	13.9
10/11/2018	23.4	15.5
11/11/2018	29.3	17.0
12/11/2018	30.3	17.1
13/11/2018	30.4	18.4
14/11/2018	31.2	19.6
15/11/2018	24.2	17.7
16/11/2018	27.0	15.7
17/11/2018	25.1	14.5
18/11/2018	24.7	16.6
19/11/2018	18.0	12.9
20/11/2018	22.9	10.9
21/11/2018	20.8	13.4
22/11/2018	26.9	14.8
23/11/2018	26.9	18.5
24/11/2018	27.6	17.8
25/11/2018	27.1	15.7
26/11/2018	21.0	15.9
27/11/2018	22.1	14.0
28/11/2018	25.2	15.3
29/11/2018	28.2	17.0
30/11/2018	29.5	18.4
01/12/2018	27.4	18.0
02/12/2018	26.3	16.4
03/12/2018	20.3	13.9
04/12/2018	27.6	15.2
05/12/2018	29.3	13.9
06/12/2018	29.6	16.0
07/12/2018	21.2	13.0
08/12/2018	21.4	11.6
09/12/2018	25.7	11.9
10/12/2018	30.6	14.4
11/12/2018	32.5	17.4
12/12/2018	32.0	19.6
13/12/2018	33.2	20.3
14/12/2018	33.2	20.5
15/12/2018	33.1	18.2
16/12/2018	31.6	17.9
17/12/2018	32.9	19.3
18/12/2018	33.3	20.8
19/12/2018	32.8	17.5
20/12/2018	32.9	21.6
21/12/2018	30.0	19.0
22/12/2018	31.2	19.6
23/12/2018	28.1	19.8
24/12/2018	25.2	17.8
25/12/2018	25.5	17.0
26/12/2018	28.9	16.6
27/12/2018	27.3	18.3
28/12/2018	29.8	18.8
29/12/2018	31.1	17.8
30/12/2018	30.8	19.1
31/12/2018	29.6	20.1
